isn,prefixMetCode,Naam,Plaats,Jaar,Waardering
827,978088402,Dumbarton Oaks Research Library and Collection,"Washington, D.C.",2008,C
826,978088402,Dumbarton Oaks Research Library and Collection,"Washington, D.C.",2007,C
3303,978088402,Dumbarton Oaks Research Library and Collection,"Washington, D.C.",2012,D
835,9783939902,DVG-Service,Giessen,2011,C
834,9783939902,DVG-Service,Giessen,2010,C
833,9783939902,DVG-Service,Giessen,2009,C
832,9783939902,DVG-Service,Giessen,2008,C
831,9783939902,DVG-Service,Giessen,2007,C
3519,9783939902,DVG-Service,Giessen,2012,D
4717,978385031,EALIZ,Wien,2014,C
5024,9781138,Earthscan,London,2018,B
4278,978184407,Earthscan,London,2013,B
4408,978184971,Earthscan,London,2013,B
3380,978184407,Earthscan,London,2012,B
3400,978184971,Earthscan,London,2012,B
840,978184407,Earthscan,London,2011,B
845,978184971,Earthscan,London,2011,B
839,978184407,Earthscan,London,2010,B
844,978184971,Earthscan,London,2010,B
838,978184407,Earthscan,London,2009,B
843,978184971,Earthscan,London,2009,B
837,978184407,Earthscan,London,2008,B
842,978184971,Earthscan,London,2008,B
836,978184407,Earthscan,London,2007,B
841,978184971,Earthscan,London,2007,B
850,978905972,Eburon,Delft,2011,C
849,978905972,Eburon,Delft,2010,C
848,978905972,Eburon,Delft,2009,C
847,978905972,Eburon,Delft,2008,C
846,978905972,Eburon,Delft,2007,C
3718,978905972,Eburon,Delft,2012,D
4221,9788683177,Ecological Movement of the City of Novi Sad,Novi Sad,2012,D
4896,97827178,Economica,Paris,2016,D
4397,9786077637,ECOSUR-SERNAPAM,"Tabasco, Mexico",2012,D
855,978997822,Ed. Abya-Yala,Quito,2011,C
854,978997822,Ed. Abya-Yala,Quito,2010,C
853,978997822,Ed. Abya-Yala,Quito,2009,C
852,978997822,Ed. Abya-Yala,Quito,2008,C
851,978997822,Ed. Abya-Yala,Quito,2007,C
3973,978997822,Ed. Abya-Yala,Quito,2012,D
4110,978886025,EDES,Sassari,2009,D
4782,978994209,Ediciones Abya-Yala,"Quito, Ecuador",2015,D
4560,978994209,Ediciones Abya-Yala,"Quito, Ecuador",2014,D
4433,978994209,Ediciones Abya-Yala,"Quito, Ecuador",2013,D
4014,978994209,Ediciones Abya-Yala,"Quito, Ecuador",2011,D
3596,97885328,Editora da UFSC,Florianópolis,2012,C
860,97885328,Editora da UFSC,Florianópolis,2011,C
859,97885328,Editora da UFSC,Florianópolis,2010,C
858,97885328,Editora da UFSC,Florianópolis,2009,C
857,97885328,Editora da UFSC,Florianópolis,2008,C
856,97885328,Editora da UFSC,Florianópolis,2007,C
865,9788588027,Editora PROURB,Rio de Janeiro,2011,C
864,9788588027,Editora PROURB,Rio de Janeiro,2010,C
863,9788588027,Editora PROURB,Rio de Janeiro,2009,C
862,9788588027,Editora PROURB,Rio de Janeiro,2008,C
861,9788588027,Editora PROURB,Rio de Janeiro,2007,C
3602,9788588027,Editora PROURB,Rio de Janeiro,2012,D
870,9788586626,Editora Singular,São Paulo,2011,C
869,9788586626,Editora Singular,São Paulo,2010,C
868,9788586626,Editora Singular,São Paulo,2009,C
867,9788586626,Editora Singular,São Paulo,2008,C
866,9788586626,Editora Singular,São Paulo,2007,C
3600,9788586626,Editora Singular,São Paulo,2012,D
4470,9783659,Editorial Academica Espan,Saarbrücken,2013,E
4222,9788492928,Editorial Agrícola,Madrid,2012,D
4453,9788492928,Editorial Agrícola Española,Madrid,2013,D
875,97884691,Editorial de la Universidad de Granada,[Granada],2011,C
874,97884691,Editorial de la Universidad de Granada,[Granada],2010,C
873,97884691,Editorial de la Universidad de Granada,[Granada],2009,C
872,97884691,Editorial de la Universidad de Granada,[Granada],2008,C
871,97884691,Editorial de la Universidad de Granada,[Granada],2007,C
4527,97884695,Editorial de la Universidad de Granada,Madrid,2014,D
3585,97884691,Editorial de la Universidad de Granada,[Granada],2012,D
880,978973598,Editura Universităţii Transilvania,Braşov,2011,C
879,978973598,Editura Universităţii Transilvania,Braşov,2010,C
878,978973598,Editura Universităţii Transilvania,Braşov,2009,C
877,978973598,Editura Universităţii Transilvania,Braşov,2008,C
876,978973598,Editura Universităţii Transilvania,Braşov,2007,C
3952,978973598,"Editura Universităţii Transilvania""""",Braşov,2012,D
5026,978178643,Edward Elgar,"Cheltenham, UK",2017,B
5045,978178471,Edward Elgar,"Cheltenham, UK",2017,B
4892,978178536,Edward Elgar,"Cheltenham, UK",2016,B
5027,978178254,Edward Elgar,"Cheltenham, UK",2016,B
5044,978178471,Edward Elgar,"Cheltenham, UK",2016,B
4627,978178254,Edward Elgar,"Cheltenham, UK",2015,B
4737,978178347,Edward Elgar,"Cheltenham, UK",2015,B
4748,978178471,Edward Elgar,"Cheltenham, UK",2015,B
4852,978085793,Edward Elgar,"Cheltenham, UK",2015,B
4495,978178100,Edward Elgar,"Cheltenham, UK",2014,B
4529,978184542,Edward Elgar,Cheltenham,2014,B
4537,978085793,Edward Elgar,"Cheltenham, UK",2014,B
4574,978178195,Edward Elgar,"Cheltenham, UK",2014,B
4601,978178254,Edward Elgar,"Cheltenham, UK",2014,B
4286,978178100,Edward Elgar,"Cheltenham, UK",2013,B
4434,978178195,Edward Elgar,"Cheltenham, UK",2013,B
4471,978085793,Edward Elgar,"Cheltenham, UK",2013,B
3379,978184376,Edward Elgar,Cheltenham [u.a.],2012,B
3387,978184542,Edward Elgar,Cheltenham,2012,B
3395,978184720,Edward Elgar,"Cheltenham, UK",2012,B
3398,978184844,Edward Elgar,"Cheltenham, UK",2012,B
3402,978184980,Edward Elgar,"Cheltenham, UK",2012,B
4472,978085793,Edward Elgar,"Cheltenham, UK",2012,B
885,978184542,Edward Elgar,Cheltenham,2011,B
890,978184720,Edward Elgar,"Cheltenham, UK",2011,B
895,978184844,Edward Elgar,"Cheltenham, UK",2011,B
900,978184980,Edward Elgar,"Cheltenham, UK",2011,B
884,978184542,Edward Elgar,Cheltenham,2010,B
889,978184720,Edward Elgar,"Cheltenham, UK",2010,B
894,978184844,Edward Elgar,"Cheltenham, UK",2010,B
899,978184980,Edward Elgar,"Cheltenham, UK",2010,B
883,978184542,Edward Elgar,Cheltenham,2009,B
888,978184720,Edward Elgar,"Cheltenham, UK",2009,B
893,978184844,Edward Elgar,"Cheltenham, UK",2009,B
898,978184980,Edward Elgar,"Cheltenham, UK",2009,B
882,978184542,Edward Elgar,Cheltenham,2008,B
887,978184720,Edward Elgar,"Cheltenham, UK",2008,B
892,978184844,Edward Elgar,"Cheltenham, UK",2008,B
897,978184980,Edward Elgar,"Cheltenham, UK",2008,B
881,978184542,Edward Elgar,Cheltenham,2007,B
886,978184720,Edward Elgar,"Cheltenham, UK",2007,B
891,978184844,Edward Elgar,"Cheltenham, UK",2007,B
896,978184980,Edward Elgar,"Cheltenham, UK",2007,B
3266,97807734,Edwin Mellen Press,"Lewiston, N.Y.",2012,C
905,97807734,Edwin Mellen Press,"Lewiston, N.Y.",2011,C
904,97807734,Edwin Mellen Press,"Lewiston, N.Y.",2010,C
903,97807734,Edwin Mellen Press,"Lewiston, N.Y.",2009,C
902,97807734,Edwin Mellen Press,"Lewiston, N.Y.",2008,C
901,97807734,Edwin Mellen Press,"Lewiston, N.Y.",2007,C
4008,978929199,EFSA,Parma,2011,D
910,978960351,Ekdoseis Ath. Stamoulēs,Athēna,2011,C
909,978960351,Ekdoseis Ath. Stamoulēs,Athēna,2010,C
908,978960351,Ekdoseis Ath. Stamoulēs,Athēna,2009,C
907,978960351,Ekdoseis Ath. Stamoulēs,Athēna,2008,C
906,978960351,Ekdoseis Ath. Stamoulēs,Athēna,2007,C
3932,978960351,Ekdoseis Ath. Stamoulēs,Athēna,2012,D
3539,978607204,El Colegio de Mexico,Mexico,2012,D
915,978607204,El Colegio de Mexico,Mexico,2011,D
914,978607204,El Colegio de Mexico,Mexico,2010,D
4303,978607462,El Colegio de Mexico,Mexico,2009,D
913,978607204,El Colegio de Mexico,Mexico,2009,D
912,978607204,El Colegio de Mexico,Mexico,2008,D
911,978607204,El Colegio de Mexico,Mexico,2007,D
4263,9786078257,El Colegio de Michoacán and Universidad de Guadalajara,"Guadalajara, Jalisco",2012,D
920,978970762,El Colegio de San Luis,San Luis Potosí,2011,C
919,978970762,El Colegio de San Luis,San Luis Potosí,2010,C
918,978970762,El Colegio de San Luis,San Luis Potosí,2009,C
917,978970762,El Colegio de San Luis,San Luis Potosí,2008,C
916,978970762,El Colegio de San Luis,San Luis Potosí,2007,C
3947,978970762,El Colegio de San Luis,San Luis Potosí,2012,D
925,9789077596,Eleven International Pub.,Utrecht,2011,C
924,9789077596,Eleven International Pub.,Utrecht,2010,C
923,9789077596,Eleven International Pub.,Utrecht,2009,C
922,9789077596,Eleven International Pub.,Utrecht,2008,C
921,9789077596,Eleven International Pub.,Utrecht,2007,C
3773,9789077596,Eleven International Pub.,Utrecht,2012,D
4400,978946236,Eleven International Publ,The Hague,2013,C
4090,9789490947,Eleven Intl Pub,The Hague,2012,D
4012,9789490947,Eleven Intl Pub,The Hague,2011,D
930,978184376,Elgar,Cheltenham [u.a.],2011,C
929,978184376,Elgar,Cheltenham [u.a.],2010,C
928,978184376,Elgar,Cheltenham [u.a.],2009,C
927,978184376,Elgar,Cheltenham [u.a.],2008,C
926,978184376,Elgar,Cheltenham [u.a.],2007,C
4994,978008,Elsevier,Oxford,2017,B
4912,978008,Elsevier,Oxford,2016,B
4951,9780444,Elsevier,Amsterdam,2016,B
4771,978008,Elsevier,Oxford,2015,B
4533,9780444,Elsevier,Amsterdam,2014,B
4650,978008,Elsevier,Oxford,2014,B
4329,978008,Elsevier,Oxford,2013,B
3236,9780444,Elsevier,Amsterdam,2012,B
935,9780444,Elsevier,Amsterdam,2011,B
934,9780444,Elsevier,Amsterdam,2010,B
933,9780444,Elsevier,Amsterdam,2009,B
932,9780444,Elsevier,Amsterdam,2008,B
931,9780444,Elsevier,Amsterdam,2007,B
4860,978178242,Elsevier Science,Burlington,2016,B
4705,978178242,Elsevier Science,Burlington,2015,B
4840,978178242,Elsevier Science,Burlington,2014,B
5030,978857035,Embrapa,"Brasília, DF",2016,Z
4758,978178441,Emerald,Bradford,2015,D
4553,978178190,Emerald,Bradford,2014,D
4577,978178350,Emerald,Bradford,2014,D
4148,978085724,Emerald,Bradford,2012,D
4138,978085724,Emerald,Bradford,2011,D
3981,978085724,Emerald,Bradford,2010,D
4333,9781907345,"EPPI-Centre, Social Science Research Unit, Institute of Education, University of London",London,2013,D
4519,978905041,Epsilon Uitgaven,Utrecht,2014,D
3682,978905041,Epsilon Uitgaven,Utrecht,2012,D
3681,978905041,Epsilon Uitgaven,Utrecht,2011,D
4345,9782919777,ESPON & University of Geneva,"Geneva, Switzerland",2012,C
940,978158948,ESRI Press,"Redlands, Calif.",2011,C
939,978158948,ESRI Press,"Redlands, Calif.",2010,C
938,978158948,ESRI Press,"Redlands, Calif.",2009,C
937,978158948,ESRI Press,"Redlands, Calif.",2008,C
936,978158948,ESRI Press,"Redlands, Calif.",2007,C
3353,978158948,ESRI Press,"Redlands, Calif.",2012,D
4965,9788889407,ETA-Florence Renewable Energies,Berlin,2016,D
4432,9788889407,ETA-Florence Renewable Energies,Berlin,2011,D
4288,9789994453,Ethiopian Institute of Agricultural Research,"Addis Ababa, Ethiopia",2012,D
4609,978929213,EUR-OP,Luxembourg,2014,D
4776,978929193,European Centre for Disease Prevention and Control,Stockholm,2013,D
945,9789076762,European Centre for Nature Conservation,Tilburg,2011,C
944,9789076762,European Centre for Nature Conservation,Tilburg,2010,C
943,9789076762,European Centre for Nature Conservation,Tilburg,2009,C
942,9789076762,European Centre for Nature Conservation,Tilburg,2008,C
941,9789076762,European Centre for Nature Conservation,Tilburg,2007,C
3762,9789076762,European Centre for Nature Conservation,Tilburg,2012,D
950,9789525453,European Forest Institute,Joensuu,2011,C
949,9789525453,European Forest Institute,Joensuu,2010,C
948,9789525453,European Forest Institute,Joensuu,2009,C
947,9789525453,European Forest Institute,Joensuu,2008,C
946,9789525453,European Forest Institute,Joensuu,2007,C
4952,9789525980,European Forest Institute,Joensuu,2016,D
4413,9789525980,European Forest Institute,Joensuu,2013,D
3919,9789525453,European Forest Institute,Joensuu,2012,D
955,97888903318,European Network of Organic Agriculture Teachers (ENOAT),"Pieve Tesino, Italy",2011,C
954,97888903318,European Network of Organic Agriculture Teachers (ENOAT),"Pieve Tesino, Italy",2010,C
953,97888903318,European Network of Organic Agriculture Teachers (ENOAT),"Pieve Tesino, Italy",2009,C
952,97888903318,European Network of Organic Agriculture Teachers (ENOAT),"Pieve Tesino, Italy",2008,C
951,97888903318,European Network of Organic Agriculture Teachers (ENOAT),"Pieve Tesino, Italy",2007,C
3456,9782912049,European Science Foundation,Strasbourg,2012,C
960,9782912049,European Science Foundation,Strasbourg,2011,C
959,9782912049,European Science Foundation,Strasbourg,2010,C
958,9782912049,European Science Foundation,Strasbourg,2009,C
957,9782912049,European Science Foundation,Strasbourg,2008,C
956,9782912049,European Science Foundation,Strasbourg,2007,C
3458,9782918428,"European Science Foundation, Marine Board",Strasbourg,2012,C
4672,97809930236,European Society of Agricultural Engineers (EurAgEng),Bedford,2014,D
3634,978888303,EUT,Trieste,2012,C
965,978888303,EUT,Trieste,2011,C
964,978888303,EUT,Trieste,2010,C
963,978888303,EUT,Trieste,2009,C
962,978888303,EUT,Trieste,2008,C
961,978888303,EUT,Trieste,2007,C
970,97838172,"Evang. Akad. Loccum, Protokollstelle",Rehburg-Loccum,2011,C
969,97838172,"Evang. Akad. Loccum, Protokollstelle",Rehburg-Loccum,2010,C
968,97838172,"Evang. Akad. Loccum, Protokollstelle",Rehburg-Loccum,2009,C
967,97838172,"Evang. Akad. Loccum, Protokollstelle",Rehburg-Loccum,2008,C
966,97838172,"Evang. Akad. Loccum, Protokollstelle",Rehburg-Loccum,2007,C
3488,97838172,"Evang. Akad. Loccum, Protokollstelle",Rehburg-Loccum,2012,D
4566,9789079470,EVO,Zoetermeer,2014,D
4141,9789079470,EVO,Zoetermeer,2012,D
4140,9789079470,EVO,Zoetermeer,2010,D
975,97888464,F. Angeli,Milano,2011,C
974,97888464,F. Angeli,Milano,2010,C
973,97888464,F. Angeli,Milano,2009,C
972,97888464,F. Angeli,Milano,2008,C
971,97888464,F. Angeli,Milano,2007,C
3622,97888464,F. Angeli,Milano,2012,D
3686,978905155,"Faculteit van het Industrieel Ontwerpen, TU Delft",Delft,2012,C
980,978905155,"Faculteit van het Industrieel Ontwerpen, TU Delft",Delft,2011,C
979,978905155,"Faculteit van het Industrieel Ontwerpen, TU Delft",Delft,2010,C
978,978905155,"Faculteit van het Industrieel Ontwerpen, TU Delft",Delft,2009,C
977,978905155,"Faculteit van het Industrieel Ontwerpen, TU Delft",Delft,2008,C
976,978905155,"Faculteit van het Industrieel Ontwerpen, TU Delft",Delft,2007,C
4066,9789791215,"Faculty of Animal Science, Universitas Gadjah Mada",Yogyakarta,2010,D
985,978386576,FAL,Braunschweig,2011,C
984,978386576,FAL,Braunschweig,2010,C
983,978386576,FAL,Braunschweig,2009,C
982,978386576,FAL,Braunschweig,2008,C
981,978386576,FAL,Braunschweig,2007,C
3497,978386576,FAL,Braunschweig,2012,D
4918,9789525216,Fapet Oy,Helsinki,2011,D
4352,978155266,Fernwood Pub.,"Halifax, N.S.",2013,C
987,978303736,FiBL,Frick,2015,C
988,978303736,FiBL,Frick,2014,C
989,978303736,FiBL,Frick,2013,C
3471,978303736,FiBL,Frick,2012,C
4219,978303736,FiBL,Frick,2011,C
990,978303736,FiBL,Frick,2010,C
4028,978303736,FiBL,Frick,2009,C
4294,978303736,FiBL,Frick,2008,C
986,978303736,FiBL,Frick,2007,C
3246,9780620,Financial Mail,Johannesburg,2012,C
995,9780620,Financial Mail,Johannesburg,2011,C
994,9780620,Financial Mail,Johannesburg,2010,C
993,9780620,Financial Mail,Johannesburg,2009,C
992,9780620,Financial Mail,Johannesburg,2008,C
991,9780620,Financial Mail,Johannesburg,2007,C
4729,9789527091,Finnish Association for Aerosol Research (FAAR),Helsinki,2015,D
4366,978886655,Firenze University Press,Firenze,2013,C
3435,9781921258,"Fisheries Research Division, Western Australian Fisheries and Marine Research Laboratories","North Beach, W.A.",2012,C
1000,9781921258,"Fisheries Research Division, Western Australian Fisheries and Marine Research Laboratories","North Beach, W.A.",2011,C
999,9781921258,"Fisheries Research Division, Western Australian Fisheries and Marine Research Laboratories","North Beach, W.A.",2010,C
998,9781921258,"Fisheries Research Division, Western Australian Fisheries and Marine Research Laboratories","North Beach, W.A.",2009,C
997,9781921258,"Fisheries Research Division, Western Australian Fisheries and Marine Research Laboratories","North Beach, W.A.",2008,C
996,9781921258,"Fisheries Research Division, Western Australian Fisheries and Marine Research Laboratories","North Beach, W.A.",2007,C
3979,9789993972,FLACSO Guatemala,Guatemala,2012,C
1005,9789993972,FLACSO Guatemala,Guatemala,2011,C
1004,9789993972,FLACSO Guatemala,Guatemala,2010,C
1003,9789993972,FLACSO Guatemala,Guatemala,2009,C
1002,9789993972,FLACSO Guatemala,Guatemala,2008,C
1001,9789993972,FLACSO Guatemala,Guatemala,2007,C
4675,978905956,Fontaine,'s-Graveland,2014,D
3717,978905956,Fontaine,'s-Graveland,2012,D
1010,978905956,Fontaine,'s-Graveland,2011,D
1009,978905956,Fontaine,'s-Graveland,2010,D
1008,978905956,Fontaine,'s-Graveland,2009,D
1007,978905956,Fontaine,'s-Graveland,2008,D
1006,978905956,Fontaine,'s-Graveland,2007,D
1015,978925,Food and Agriculture Organization of the United Nations,Rome,2011,C
1014,978925,Food and Agriculture Organization of the United Nations,Rome,2010,C
1013,978925,Food and Agriculture Organization of the United Nations,Rome,2009,C
1012,978925,Food and Agriculture Organization of the United Nations,Rome,2008,C
1011,978925,Food and Agriculture Organization of the United Nations,Rome,2007,C
5025,978925,Food and Agriculture Organization of the United Nations (FAO),Rome,2017,C
4953,978925,Food and Agriculture Organization of the United Nations (FAO),Rome,2016,C
4726,978925,Food and Agriculture Organization of the United Nations (FAO),Rome,2015,C
4559,978925,Food and Agriculture Organization of the United Nations (FAO),Rome,2014,C
4276,978925,Food and Agriculture Organization of the United Nations (FAO),Rome,2013,C
3870,978925,Food and Agriculture Organization of the United Nations (FAO),Rome,2012,C
3989,9780935028,Food First Books,"Oakland, Calif.",2011,C
3344,978156022,Food Products Press,New York,2012,C
1020,978156022,Food Products Press,New York,2011,C
1019,978156022,Food Products Press,New York,2010,C
1018,978156022,Food Products Press,New York,2009,C
1017,978156022,Food Products Press,New York,2008,C
1016,978156022,Food Products Press,New York,2007,C
4556,97890822212,Foodvalley,Wageningen,2014,D
4626,97808232,Fordham University Press,New York,2014,C
4871,978877903,Forest & Landscape,Hørsholm,2015,D
1025,97884692,Formatex,Barcelona,2011,C
1024,97884692,Formatex,Barcelona,2010,C
1023,97884692,Formatex,Barcelona,2009,C
1022,97884692,Formatex,Barcelona,2008,C
1021,97884692,Formatex,Barcelona,2007,C
3586,97884692,Formatex,Barcelona,2012,D
1030,9783905733,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Ettenhausen,2011,C
1029,9783905733,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Ettenhausen,2010,C
1028,9783905733,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Ettenhausen,2009,C
1027,9783905733,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Ettenhausen,2008,C
1026,9783905733,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Ettenhausen,2007,C
3513,9783905733,Forschungsanstalt Agroscope Reckenholz-Tänikon ART,Ettenhausen,2012,D
1035,978389336,"Forschungszentrum, Zentralbibliothek",Jülich,2011,C
1034,978389336,"Forschungszentrum, Zentralbibliothek",Jülich,2010,C
1033,978389336,"Forschungszentrum, Zentralbibliothek",Jülich,2009,C
1032,978389336,"Forschungszentrum, Zentralbibliothek",Jülich,2008,C
1031,978389336,"Forschungszentrum, Zentralbibliothek",Jülich,2007,C
3501,978389336,"Forschungszentrum, Zentralbibliothek",Jülich,2012,D
4446,9789994450,Forum for Social Studies,"Addis Ababa, Ethiopia",2013,D
3560,978817596,Foundation Books,New Delhi,2012,C
1040,978817596,Foundation Books,New Delhi,2011,C
1039,978817596,Foundation Books,New Delhi,2010,C
1038,978817596,Foundation Books,New Delhi,2009,C
1037,978817596,Foundation Books,New Delhi,2008,C
1036,978817596,Foundation Books,New Delhi,2007,C
4639,97888917075,FrancoAngeli,Milaan,2014,D
4619,9789070786,Freudenthal Instituut,Utrecht,2014,D
1045,978827613,Fridtjof Nansen Institute,"Lysaker, Norway",2011,C
1044,978827613,Fridtjof Nansen Institute,"Lysaker, Norway",2010,C
1043,978827613,Fridtjof Nansen Institute,"Lysaker, Norway",2009,C
1042,978827613,Fridtjof Nansen Institute,"Lysaker, Norway",2008,C
1041,978827613,Fridtjof Nansen Institute,"Lysaker, Norway",2007,C
3566,978827613,Fridtjof Nansen Institute,"Lysaker, Norway",2012,D
4218,9789187103,Friluftsliv i förändring,"Stockholm, Sweden",2012,D
3725,978906171,Fryske Akademy,Ljouwert,2012,C
1050,978906171,Fryske Akademy,Ljouwert,2011,C
1049,978906171,Fryske Akademy,Ljouwert,2010,C
1048,978906171,Fryske Akademy,Ljouwert,2009,C
1047,978906171,Fryske Akademy,Ljouwert,2008,C
1046,978906171,Fryske Akademy,Ljouwert,2007,C
4469,9789077634,Furgus,Rotterdam,2013,D
4600,978178084,Future Medicine Ltd,"London, England",2014,D
3995,978178084,Future Medicine Ltd,"London, England",2011,D
3493,97838349,Gabler,Wiesbaden,2012,B
3492,97838349,Gabler,Wiesbaden,2011,B
1055,97839805613,GALA,,2011,C
1054,97839805613,GALA,,2010,C
1053,97839805613,GALA,,2009,C
1052,97839805613,GALA,,2008,C
1051,97839805613,GALA,,2007,C
3523,97839805613,GALA,Karlsruhe,2012,D
4954,97890441,Garant,Antwerpen,2016,C
4829,97890441,Garant,Antwerpen,2015,C
3672,97890441,Garant,Antwerpen,2012,C
1060,97890441,Garant,Antwerpen,2011,C
1059,97890441,Garant,Antwerpen,2010,C
1058,97890441,Garant,Antwerpen,2009,C
1057,97890441,Garant,Antwerpen,2008,C
1056,97890441,Garant,Antwerpen,2007,C
3279,97808153,Garland Science (part of Taylor and Francis),,2012,B
4137,9788389250,Garmond Oficyna Wydawnicza,Poznań,2012,D
4106,9783940276,GDMB,Clausthal-Zellerfeld,2011,D
1065,9789568504,Gecamin,"Santiago, Chile",2011,C
1064,9789568504,Gecamin,"Santiago, Chile",2010,C
1063,9789568504,Gecamin,"Santiago, Chile",2009,C
1062,9789568504,Gecamin,"Santiago, Chile",2008,C
1061,9789568504,Gecamin,"Santiago, Chile",2007,C
3926,9789568504,Gecamin,"Santiago, Chile",2012,D
4114,978905348,Gemeentelijke Geneeskundige en Gezondheidsdienst Amsterdam,Amsterdam,2011,D
4381,97888906168,Gente di Gaggio,Gaggio Montano (Bo),2013,D
4664,978388579,Ges. für Informatik,Bonn,2014,D
4440,978905549,Gezondheidsraad,Den Haag,2013,C
4441,978905549,Gezondheidsraad,Den Haag,2012,D
4396,978905864,Ghent University,"Ghent, Belgium",2013,C
1070,978887431,Giannini,Napoli,2011,C
1069,978887431,Giannini,Napoli,2010,C
1068,978887431,Giannini,Napoli,2009,C
1067,978887431,Giannini,Napoli,2008,C
1066,978887431,Giannini,Napoli,2007,C
3627,978887431,Giannini,Napoli,2012,D
4696,9788898176,Giavedoni,Pordenone,2013,D
4605,9789071256,Ginkgo,Leiden,2014,D
3620,9788809,Giunti,Firenze,2012,C
1075,9788809,Giunti,Firenze,2011,C
1074,9788809,Giunti,Firenze,2010,C
1073,9788809,Giunti,Firenze,2009,C
1072,9788809,Giunti,Firenze,2008,C
1071,9788809,Giunti,Firenze,2007,C
1080,9784903313,Global Science Books,London,2011,C
1079,9784903313,Global Science Books,London,2010,C
1078,9784903313,Global Science Books,London,2009,C
1077,9784903313,Global Science Books,London,2008,C
1076,9784903313,Global Science Books,London,2007,C
3527,9784903313,Global Science Books,London,2012,D
4031,9781907120,Global Urban Research Centre,Manchester,2011,D
4476,978905179,Gopher,Utrecht,2013,D
3243,9780566,Gower,Aldershot,2012,C
1085,9780566,Gower,Aldershot,2011,C
1084,9780566,Gower,Aldershot,2010,C
1083,9780566,Gower,Aldershot,2009,C
1082,9780566,Gower,Aldershot,2008,C
1081,9780566,Gower,Aldershot,2007,C
1090,978867518,Građevinski fakultet,Beograd,2011,C
1089,978867518,Građevinski fakultet,Beograd,2010,C
1088,978867518,Građevinski fakultet,Beograd,2009,C
1087,978867518,Građevinski fakultet,Beograd,2008,C
1086,978867518,Građevinski fakultet,Beograd,2007,C
3606,978867518,Građevinski fakultet,Beograd,2012,D
4258,97859924,"Graduate School of Management, St. Petersburg State University",Sankt-Peterburg,2012,C
4092,97859924,"Graduate School of Management, St. Petersburg State University",Sankt-Peterburg,2011,C
3428,9781906093,Greenleaf,Sheffield,2012,C
1095,9781906093,Greenleaf,Sheffield,2011,C
1094,9781906093,Greenleaf,Sheffield,2010,C
1093,9781906093,Greenleaf,Sheffield,2009,C
1092,9781906093,Greenleaf,Sheffield,2008,C
1091,9781906093,Greenleaf,Sheffield,2007,C
4919,978178353,Greenleaf Co,Sheffield,2016,C
1100,978905829,Groen,Heerenveen,2011,C
1099,978905829,Groen,Heerenveen,2010,C
1098,978905829,Groen,Heerenveen,2009,C
1097,978905829,Groen,Heerenveen,2008,C
1096,978905829,Groen,Heerenveen,2007,C
3710,978905829,Groen,Heerenveen,2012,D
4086,9789079379,Groene Kennis Coöperatie,Ede,2011,D
4201,97809563387,Group on Earth Observations,Cambridge,2010,D
1105,97884612,Guillermo Castilla,Madrid,2011,C
1104,97884612,Guillermo Castilla,Madrid,2010,C
1103,97884612,Guillermo Castilla,Madrid,2009,C
1102,97884612,Guillermo Castilla,Madrid,2008,C
1101,97884612,Guillermo Castilla,Madrid,2007,C
3581,97884612,Guillermo Castilla,Madrid,2012,D
4039,978827644,Høgskolen i Stavanger,Stavanger,2011,D
1110,9789490287,Habiforum,Gouda,2011,C
1109,9789490287,Habiforum,Gouda,2010,C
1108,9789490287,Habiforum,Gouda,2009,C
1107,9789490287,Habiforum,Gouda,2008,C
1106,9789490287,Habiforum,Gouda,2007,C
3898,9789490287,Habiforum,Gouda,2012,D
4555,97889997033,Hakjisa,Zuid Korea,2014,D
1115,978908528,Halewijn,Antwerpen,2011,C
1114,978908528,Halewijn,Antwerpen,2010,C
1113,978908528,Halewijn,Antwerpen,2009,C
1112,978908528,Halewijn,Antwerpen,2008,C
1111,978908528,Halewijn,Antwerpen,2007,C
3833,978908528,Halewijn,Antwerpen,2012,D
4899,978908707,HAN Press,Arnhem,2015,E
3612,97887629,Handelshøjskolens Forlag,Kbh.,2012,C
1120,97887629,Handelshøjskolens Forlag,Kbh.,2011,C
1119,97887629,Handelshøjskolens Forlag,Kbh.,2010,C
1118,97887629,Handelshøjskolens Forlag,Kbh.,2009,C
1117,97887629,Handelshøjskolens Forlag,Kbh.,2008,C
1116,97887629,Handelshøjskolens Forlag,Kbh.,2007,C
4744,9782343,Harmattan,Paris,2014,C
3441,9782296,Harmattan,Paris,2012,C
1125,9782296,Harmattan,Paris,2011,C
1124,9782296,Harmattan,Paris,2010,C
1123,9782296,Harmattan,Paris,2009,C
1122,9782296,Harmattan,Paris,2008,C
1121,9782296,Harmattan,Paris,2007,C
3212,978006,HarperCollins,New York,2012,B
3374,978184113,Hart,Oxford,2012,B
3247,9780674,Harvard University Press,"Cambridge, Mass",2012,A
1130,97890808534,Hazenberg Archeologie,Leiden,2011,C
1129,97890808534,Hazenberg Archeologie,Leiden,2010,C
1128,97890808534,Hazenberg Archeologie,Leiden,2009,C
