isn,prefixMetCode,Naam,Plaats,Jaar,Waardering
180,97884613,[s. n.],Madrid,2011,C
179,97884613,[s. n.],Madrid,2010,C
178,97884613,[s. n.],Madrid,2009,C
177,97884613,[s. n.],Madrid,2008,C
176,97884613,[s. n.],Madrid,2007,C
185,97890807357,[s.n.],,2011,C
184,97890807357,[s.n.],,2010,C
183,97890807357,[s.n.],,2009,C
182,97890807357,[s.n.],,2008,C
181,97890807357,[s.n.],,2007,C
4006,97890817671,24 Media LABS,"Rotterdam, The Netherlands",2011,D
5003,9781910455,5m Publishing,,2016,D
4332,97814081,A. & C. Black,London,2013,C
3894,978946104,Æneas,Boxtel,2012,C
3893,978946104,Æneas,Boxtel,2011,C
4427,978157735,AAAI Press,"Menlo Park, Calif.",2013,C
3614,978877307,Aalborg Universitetsforlag,Aalborg,2012,C
190,978877307,Aalborg Universitetsforlag,Aalborg,2011,C
189,978877307,Aalborg Universitetsforlag,Aalborg,2010,C
188,978877307,Aalborg Universitetsforlag,Aalborg,2009,C
187,978877307,Aalborg Universitetsforlag,Aalborg,2008,C
186,978877307,Aalborg Universitetsforlag,Aalborg,2007,C
4534,9788793053,Aalborg University,Copenhagen,2014,C
195,97890802036,Aardappelwereld BV,Den Haag,2011,C
194,97890802036,Aardappelwereld BV,Den Haag,2010,C
193,97890802036,Aardappelwereld BV,Den Haag,2009,C
192,97890802036,Aardappelwereld BV,Den Haag,2008,C
191,97890802036,Aardappelwereld BV,Den Haag,2007,C
4934,97890802036,Aardappelwereld BV,Den Haag,2016,D
4374,97890802036,Aardappelwereld BV,Den Haag,2013,D
3796,97890802036,Aardappelwereld BV,Den Haag,2012,D
3617,9788791949,"Aarhus Universitet, Faculty of Agricultural Sciences",Tjele,2012,C
200,9788791949,"Aarhus Universitet, Faculty of Agricultural Sciences",Tjele,2011,C
199,9788791949,"Aarhus Universitet, Faculty of Agricultural Sciences",Tjele,2010,C
198,9788791949,"Aarhus Universitet, Faculty of Agricultural Sciences",Tjele,2009,C
197,9788791949,"Aarhus Universitet, Faculty of Agricultural Sciences",Tjele,2008,C
196,9788791949,"Aarhus Universitet, Faculty of Agricultural Sciences",Tjele,2007,C
4761,9788793176,Aarhus University,Aarhus,2015,C
205,9783930413,ABL Bauernblatt-Verl.,Rheda-Wiedenbrück,2011,C
204,9783930413,ABL Bauernblatt-Verl.,Rheda-Wiedenbrück,2010,C
203,9783930413,ABL Bauernblatt-Verl.,Rheda-Wiedenbrück,2009,C
202,9783930413,ABL Bauernblatt-Verl.,Rheda-Wiedenbrück,2008,C
201,9783930413,ABL Bauernblatt-Verl.,Rheda-Wiedenbrück,2007,C
4868,9783930413,ABL Bauernblatt-Verl.,Rheda-Wiedenbrück,2016,D
3516,9783930413,ABL Bauernblatt-Verl.,Rheda-Wiedenbrück,2012,D
4401,97890382,Academia Press,Gent,2013,C
3665,97890382,Academia Press,Gent,2012,C
210,97890382,Academia Press,Gent,2011,C
209,97890382,Academia Press,Gent,2010,C
208,97890382,Academia Press,Gent,2009,C
207,97890382,Academia Press,Gent,2008,C
206,97890382,Academia Press,Gent,2007,C
4878,978905718,Academic & Scientific Publ.,Brussel,2015,D
4996,978012,Academic Press,New York,2017,A
4850,978012,Academic Press,New York,2016,A
4598,978012,Academic Press,New York,2015,A
4481,978012,Academic Press,New York,2014,A
4198,978012,Academic Press,New York,2013,A
3215,978012,Academic Press,New York,2012,A
215,978012,Academic Press,New York,2011,A
214,978012,Academic Press,New York,2010,A
213,978012,Academic Press,New York,2009,A
212,978012,Academic Press,New York,2008,A
211,978012,Academic Press,New York,2007,A
4186,978905261,Academic Service,Schoonhoven,2012,D
4928,978946292,Acco,Leuven,2015,C
3655,97890334,Acco,Leuven,2012,C
220,97890334,Acco,Leuven,2011,C
219,97890334,Acco,Leuven,2010,C
218,97890334,Acco,Leuven,2009,C
217,97890334,Acco,Leuven,2008,C
216,97890334,Acco,Leuven,2007,C
4813,97814503,ACM,"New York, NY",2015,D
4563,97814503,ACM,"New York, NY",2014,D
4355,97814503,ACM,"New York, NY",2013,D
4183,97814503,ACM,"New York, NY",2010,D
225,978088986,Acta Press,Anaheim [u.a.],2011,C
224,978088986,Acta Press,Anaheim [u.a.],2010,C
223,978088986,Acta Press,Anaheim [u.a.],2009,C
222,978088986,Acta Press,Anaheim [u.a.],2008,C
221,978088986,Acta Press,Anaheim [u.a.],2007,C
3304,978088986,Acta Press,Anaheim [u.a.],2012,D
4461,978284365,ADBS,Paris,2010,D
4296,9788415,"Adeo, Educación y Tiempo Libre",Madrid,2013,D
4673,9789491560,Adformatie Groep BV,Amsterdam,2014,D
4255,9789491560,Adformatie Groep BV,Amsterdam,2012,D
4435,9789072603,AFdH Uitgevers,Enschede,2013,D
4935,9789492196,Afdogroep,Amsterdam,2016,E
4191,97891980438,African Economic History Network,"Lund, Sweden",2012,D
230,978905448,African Studies Centre,Leiden,2011,C
229,978905448,African Studies Centre,Leiden,2010,C
228,978905448,African Studies Centre,Leiden,2009,C
227,978905448,African Studies Centre,Leiden,2008,C
226,978905448,African Studies Centre,Leiden,2007,C
4395,978905448,African Studies Centre,Leiden,2013,D
3696,978905448,African Studies Centre,Leiden,2012,D
4926,9789491629,Agri Pro Focus,Arnhem,2015,E
4306,9789638351,Agricultural Research Inst. of the Hungarian Academy of Sciences,Martonvásár,2012,D
4687,978827479,Agricultural University of Norway,"Aas, Norway",2014,C
4166,978386263,Agrimedia,Bergen/Dumme,2012,D
235,978908573,Agromisa,Wageningen,2011,C
234,978908573,Agromisa,Wageningen,2010,C
233,978908573,Agromisa,Wageningen,2009,C
232,978908573,Agromisa,Wageningen,2008,C
231,978908573,Agromisa,Wageningen,2007,C
3836,978908573,Agromisa,Wageningen,2012,D
4045,9782909613,Agropolis International,Montpellier,2010,D
240,978906754,Agrotechnology & Food Innovations,Wageningen,2011,C
239,978906754,Agrotechnology & Food Innovations,Wageningen,2010,C
238,978906754,Agrotechnology & Food Innovations,Wageningen,2009,C
237,978906754,Agrotechnology & Food Innovations,Wageningen,2008,C
236,978906754,Agrotechnology & Food Innovations,Wageningen,2007,C
3735,978906754,Agrotechnology & Food Innovations,Wageningen,2012,D
4557,97859596,AGRUS,Stavropol,2014,D
4277,97859596,AGRUS,Stavropol,2012,D
3245,9780615,Aguanomics Press,Amsterdam ; Mission Viejo,2012,C
3244,9780615,Aguanomics Press,Amsterdam ; Mission Viejo,2011,C
4789,97898491037,AH Development Publishing House (AHDPH),"Dhaka, Bangladesh",2015,D
4874,9788895608,AIDIC,Milano,2015,D
245,978905260,Aksant,Amsterdam,2011,C
244,978905260,Aksant,Amsterdam,2010,C
243,978905260,Aksant,Amsterdam,2009,C
242,978905260,Aksant,Amsterdam,2008,C
241,978905260,Aksant,Amsterdam,2007,C
3692,978905260,Aksant,Amsterdam,2012,D
250,978886254,Ali&no,Perugia,2011,C
249,978886254,Ali&no,Perugia,2010,C
248,978886254,Ali&no,Perugia,2009,C
247,978886254,Ali&no,Perugia,2008,C
246,978886254,Ali&no,Perugia,2007,C
3626,978886254,Ali&no,Perugia,2012,D
255,978886055,Alinea,Firenze,2011,C
254,978886055,Alinea,Firenze,2010,C
253,978886055,Alinea,Firenze,2009,C
252,978886055,Alinea,Firenze,2008,C
251,978886055,Alinea,Firenze,2007,C
3624,978886055,Alinea,Firenze,2012,D
3373,978174237,Allen and Unwin,"Crows Nest, N.S.W.",2012,B
260,978887814,All'insegna del giglio,Firenze,2011,C
259,978887814,All'insegna del giglio,Firenze,2010,C
258,978887814,All'insegna del giglio,Firenze,2009,C
257,978887814,All'insegna del giglio,Firenze,2008,C
256,978887814,All'insegna del giglio,Firenze,2007,C
3628,978887814,All'insegna del giglio,Firenze,2012,D
4543,978946257,Alterra,Wagenigen,2014,C
265,9789079700,AMB,Diemen,2011,C
264,9789079700,AMB,Diemen,2010,C
263,9789079700,AMB,Diemen,2009,C
262,9789079700,AMB,Diemen,2008,C
261,9789079700,AMB,Diemen,2007,C
3793,9789079700,AMB,Diemen,2012,D
3541,9786077700,AMER,Mexico,2012,C
270,9786077700,AMER,Mexico,2011,C
269,9786077700,AMER,Mexico,2010,C
268,9786077700,AMER,Mexico,2009,C
267,9786077700,AMER,Mexico,2008,C
266,9786077700,AMER,Mexico,2007,C
3411,9781891127,American Association of Cereal Chemists,"St. Paul, Minn.",2012,C
275,9781891127,American Association of Cereal Chemists,"St. Paul, Minn.",2011,C
274,9781891127,American Association of Cereal Chemists,"St. Paul, Minn.",2010,C
273,9781891127,American Association of Cereal Chemists,"St. Paul, Minn.",2009,C
272,9781891127,American Association of Cereal Chemists,"St. Paul, Minn.",2008,C
271,9781891127,American Association of Cereal Chemists,"St. Paul, Minn.",2007,C
4699,97809882145,American Centre for Life Cycle Assessment (ACLCA),"San Francisco, United States",2014,D
3291,97808412,American Chemical Society,"Washington, DC",2012,B
280,97808412,American Chemical Society,"Washington, DC",2011,B
279,97808412,American Chemical Society,"Washington, DC",2010,B
278,97808412,American Chemical Society,"Washington, DC",2009,B
277,97808412,American Chemical Society,"Washington, DC",2008,B
276,97808412,American Chemical Society,"Washington, DC",2007,B
285,9781888569,American Fisheries Society,"Bethesda, Md.",2011,C
284,9781888569,American Fisheries Society,"Bethesda, Md.",2010,C
283,9781888569,American Fisheries Society,"Bethesda, Md.",2009,C
282,9781888569,American Fisheries Society,"Bethesda, Md.",2008,C
281,9781888569,American Fisheries Society,"Bethesda, Md.",2007,C
3410,9781888569,American Fisheries Society,"Bethesda, Md.",2012,D
3281,97808169,American Institute of Chemical Engineers,New York,2012,C
290,97808169,American Institute of Chemical Engineers,New York,2011,C
289,97808169,American Institute of Chemical Engineers,New York,2010,C
288,97808169,American Institute of Chemical Engineers,New York,2009,C
287,97808169,American Institute of Chemical Engineers,New York,2008,C
286,97808169,American Institute of Chemical Engineers,New York,2007,C
3254,97807354,American Institute of Physics,"Melville, N.Y.",2012,B
295,97807354,American Institute of Physics,"Melville, N.Y.",2011,C
294,97807354,American Institute of Physics,"Melville, N.Y.",2010,C
293,97807354,American Institute of Physics,"Melville, N.Y.",2009,C
292,97807354,American Institute of Physics,"Melville, N.Y.",2008,C
291,97807354,American Institute of Physics,"Melville, N.Y.",2007,C
4937,978089118,American Society of Agronomy,"Madison, Wis.",2016,C
4800,978089118,American Society of Agronomy,"Madison, Wis.",2015,C
3306,978089118,American Society of Agronomy,"Madison, Wis.",2012,C
300,978089118,American Society of Agronomy,"Madison, Wis.",2011,C
299,978089118,American Society of Agronomy,"Madison, Wis.",2010,C
298,978089118,American Society of Agronomy,"Madison, Wis.",2009,C
297,978089118,American Society of Agronomy,"Madison, Wis.",2008,C
296,978089118,American Society of Agronomy,"Madison, Wis.",2007,C
3584,97884614,AMIR,Madrid,2012,C
305,97884614,AMIR,Madrid,2011,C
304,97884614,AMIR,Madrid,2010,C
303,97884614,AMIR,Madrid,2009,C
302,97884614,AMIR,Madrid,2008,C
301,97884614,AMIR,Madrid,2007,C
310,97888902802,AMP Edizione,Perugia,2011,C
309,97888902802,AMP Edizione,Perugia,2010,C
308,97888902802,AMP Edizione,Perugia,2009,C
307,97888902802,AMP Edizione,Perugia,2008,C
306,97888902802,AMP Edizione,Perugia,2007,C
5018,978946298,Amsterdam University Press,Amsterdam,2017,C
4778,978908964,Amsterdam University Press,Amsterdam,2015,C
4573,978908964,Amsterdam University Press,Amsterdam,2014,C
3695,978905356,Amsterdam University Press,Amsterdam,2012,C
3851,978908964,Amsterdam University Press,Amsterdam,2012,C
315,978905356,Amsterdam University Press,Amsterdam,2011,C
320,978908964,Amsterdam University Press,Amsterdam,2011,C
314,978905356,Amsterdam University Press,Amsterdam,2010,C
319,978908964,Amsterdam University Press,Amsterdam,2010,C
313,978905356,Amsterdam University Press,Amsterdam,2009,C
318,978908964,Amsterdam University Press,Amsterdam,2009,C
312,978905356,Amsterdam University Press,Amsterdam,2008,C
317,978908964,Amsterdam University Press,Amsterdam,2008,C
311,978905356,Amsterdam University Press,Amsterdam,2007,C
316,978908964,Amsterdam University Press,Amsterdam,2007,C
3605,9788588742,Andrea Jakobsson Estúdio,Rio de Janeiro,2012,C
325,9788588742,Andrea Jakobsson Estúdio,Rio de Janeiro,2011,C
324,9788588742,Andrea Jakobsson Estúdio,Rio de Janeiro,2010,C
323,9788588742,Andrea Jakobsson Estúdio,Rio de Janeiro,2009,C
322,9788588742,Andrea Jakobsson Estúdio,Rio de Janeiro,2008,C
321,9788588742,Andrea Jakobsson Estúdio,Rio de Janeiro,2007,C
4313,97885391,Annablume,São Paulo,2013,D
4341,97885391,Annablume,São Paulo,2009,D
330,978184331,Anthem Press,London,2011,C
329,978184331,Anthem Press,London,2010,C
328,978184331,Anthem Press,London,2009,C
327,978184331,Anthem Press,London,2008,C
326,978184331,Anthem Press,London,2007,C
3377,978184331,Anthem Press,London,2012,D
4615,9781925021,ANU E Press,"Acton, A.C.T.",2014,B
3434,9781920942,ANU E Press,Canberra,2012,B
335,9781920942,ANU E Press,Canberra,2011,B
334,9781920942,ANU E Press,Canberra,2010,B
333,9781920942,ANU E Press,Canberra,2009,B
332,9781920942,ANU E Press,Canberra,2008,B
331,9781920942,ANU E Press,Canberra,2007,B
4915,978163067,AOCS Press,"Champaign, Ill.",2016,C
3414,9781893997,AOCS Press,"Champaign, Ill.",2012,C
340,9781893997,AOCS Press,"Champaign, Ill.",2011,C
339,9781893997,AOCS Press,"Champaign, Ill.",2010,C
338,9781893997,AOCS Press,"Champaign, Ill.",2009,C
337,9781893997,AOCS Press,"Champaign, Ill.",2008,C
336,9781893997,AOCS Press,"Champaign, Ill.",2007,C
4686,97880213,Česká zemědělská univerzita,Praha,2014,C
3546,97880213,Česká zemědělská univerzita,Praha,2012,C
635,97880213,Česká zemědělská univerzita,Praha,2011,C
634,97880213,Česká zemědělská univerzita,Praha,2010,C
633,97880213,Česká zemědělská univerzita,Praha,2009,C
632,97880213,Česká zemědělská univerzita,Praha,2008,C
631,97880213,Česká zemědělská univerzita,Praha,2007,C
4809,9788001,České vysoké u�?ení technické,Praha,2015,C
4109,97888448,APAT,Roma,2011,D
4196,9781926692,Apple Academic Press,"Oakville, Ont.",2012,D
3766,9789076960,Applied Plant Research,Boskoop,2012,C
345,9789076960,Applied Plant Research,Boskoop,2011,C
344,9789076960,Applied Plant Research,Boskoop,2010,C
343,9789076960,Applied Plant Research,Boskoop,2009,C
342,9789076960,Applied Plant Research,Boskoop,2008,C
341,9789076960,Applied Plant Research,Boskoop,2007,C
350,978905994,Aprilis,Zaltbommel,2011,C
349,978905994,Aprilis,Zaltbommel,2010,C
348,978905994,Aprilis,Zaltbommel,2009,C
347,978905994,Aprilis,Zaltbommel,2008,C
346,978905994,Aprilis,Zaltbommel,2007,C
3721,978905994,Aprilis,Zaltbommel,2012,D
4938,978089054,APS Press,"St. Paul, Minn.",2016,C
4785,978089054,APS Press,"St. Paul, Minn.",2015,C
3305,978089054,APS Press,"St. Paul, Minn.",2012,C
355,978089054,APS Press,"St. Paul, Minn.",2011,C
354,978089054,APS Press,"St. Paul, Minn.",2010,C
353,978089054,APS Press,"St. Paul, Minn.",2009,C
352,978089054,APS Press,"St. Paul, Minn.",2008,C
351,978089054,APS Press,"St. Paul, Minn.",2007,C
4373,97809926602,AquaTT,Ireland,2013,D
4379,97888548,Aracne,Rome,2013,D
4164,978849903,Aranzadi,"Cizur Menor, Spain",2011,D
4412,9789639911,Archaeolingua,Budapest,2011,D
360,9783901608,ARGE Simulation News,Wien,2011,C
359,9783901608,ARGE Simulation News,Wien,2010,C
358,9783901608,ARGE Simulation News,Wien,2009,C
357,9783901608,ARGE Simulation News,Wien,2008,C
356,9783901608,ARGE Simulation News,Wien,2007,C
3507,9783901608,ARGE Simulation News,Wien,2012,D
3632,978888295,ARSIA,Firenze,2012,C
365,978888295,ARSIA,Firenze,2011,C
364,978888295,ARSIA,Firenze,2010,C
363,978888295,ARSIA,Firenze,2009,C
362,978888295,ARSIA,Firenze,2008,C
361,978888295,ARSIA,Firenze,2007,C
3520,9783941624,Aschenbeck,Bremen,2012,C
370,9783941624,Aschenbeck,Bremen,2011,C
369,9783941624,Aschenbeck,Bremen,2010,C
368,9783941624,Aschenbeck,Bremen,2009,C
367,9783941624,Aschenbeck,Bremen,2008,C
366,9783941624,Aschenbeck,Bremen,2007,C
375,9783402,Aschendorff,Münster,2011,C
374,9783402,Aschendorff,Münster,2010,C
373,9783402,Aschendorff,Münster,2009,C
372,9783402,Aschendorff,Münster,2008,C
371,9783402,Aschendorff,Münster,2007,C
3472,9783402,Aschendorff,Münster,2012,D
5036,97814094,Ashgate,Farnham,2017,B
4939,97814094,Ashgate,Farnham,2016,B
4974,97814724,Ashgate,Farnham,2016,B
4616,97814094,Ashgate,Farnham,2015,B
4617,97814724,Ashgate,Farnham,2015,B
4513,97814094,Ashgate,"Burlington, VT",2014,B
4206,97814094,Ashgate,"Burlington, VT",2013,B
3261,97807546,Ashgate,Aldershot [u.a.],2012,B
3330,97814094,Ashgate,"Burlington, VT",2012,B
380,97807546,Ashgate,Aldershot [u.a.],2011,B
385,97814094,Ashgate,"Burlington, VT",2011,B
379,97807546,Ashgate,Aldershot [u.a.],2010,B
384,97814094,Ashgate,"Burlington, VT",2010,B
378,97807546,Ashgate,Aldershot [u.a.],2009,B
383,97814094,Ashgate,"Burlington, VT",2009,B
377,97807546,Ashgate,Aldershot [u.a.],2008,B
382,97814094,Ashgate,"Burlington, VT",2008,B
376,97807546,Ashgate,Aldershot [u.a.],2007,B
381,97814094,Ashgate,"Burlington, VT",2007,B
390,97881903963,Asian Agri-History Foundation,Andhra Pradesh India,2011,C
389,97881903963,Asian Agri-History Foundation,Andhra Pradesh India,2010,C
388,97881903963,Asian Agri-History Foundation,Andhra Pradesh India,2009,C
387,97881903963,Asian Agri-History Foundation,Andhra Pradesh India,2008,C
386,97881903963,Asian Agri-History Foundation,Andhra Pradesh India,2007,C
4940,978155581,ASM Press,"Washington, D.C.",2016,C
3342,978155581,ASM Press,"Washington, D.C.",2012,C
395,978155581,ASM Press,"Washington, D.C.",2011,C
394,978155581,ASM Press,"Washington, D.C.",2010,C
393,978155581,ASM Press,"Washington, D.C.",2009,C
392,978155581,ASM Press,"Washington, D.C.",2008,C
391,978155581,ASM Press,"Washington, D.C.",2007,C
3255,97807355,Aspen,New York,2012,B
4443,97890818897,ASPO Pers,Groningen,2013,C
4154,97890818897,ASPO Pers,Groningen,2012,C
400,97890808939,ASPO Pers,Groningen,2011,C
399,97890808939,ASPO Pers,Groningen,2010,C
398,97890808939,ASPO Pers,Groningen,2009,C
397,97890808939,ASPO Pers,Groningen,2008,C
396,97890808939,ASPO Pers,Groningen,2007,C
3427,9781905593,Association for Computational Linguistics,Brighton,2012,C
405,9781905593,Association for Computational Linguistics,Brighton,2011,C
404,9781905593,Association for Computational Linguistics,Brighton,2010,C
403,9781905593,Association for Computational Linguistics,Brighton,2009,C
402,9781905593,Association for Computational Linguistics,Brighton,2008,C
401,9781905593,Association for Computational Linguistics,Brighton,2007,C
4085,97814503,Association for Computing Machinery,"New York, N.Y.",2011,D
4742,9780915552,Association for Consumer Research,"Provo, UT",2015,D
4070,9781880094,Association for the Advancement of Computing in Education,"Charlottesville, VA",2010,D
4077,9781880094,Association for the Advancement of Computing in Education,"Charlottesville, VA",2009,D
410,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2011,C
409,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2010,C
408,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2009,C
407,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2008,C
406,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2007,C
4647,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2014,D
4328,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2013,D
3756,9789075775,Association for Tourism and Leisure Education,"Arnhem, The Netherlands",2012,D
4057,97897500373,"Association of Food Technology, Turkey & Akdeniz University",Turkey,2010,C
4019,9783900962,Österr. Ges. für Agrar- und Umweltrecht,Wien,2012,D
4125,9783900962,Österr. Ges. für Agrar- und Umweltrecht,Wien,2010,D
3948,978971550,Ateneo de Manila University Press,Quezon City,2012,C
415,978971550,Ateneo de Manila University Press,Quezon City,2011,C
414,978971550,Ateneo de Manila University Press,Quezon City,2010,C
413,978971550,Ateneo de Manila University Press,Quezon City,2009,C
412,978971550,Ateneo de Manila University Press,Quezon City,2008,C
411,978971550,Ateneo de Manila University Press,Quezon City,2007,C
4136,9789606672,Athens Institute for Education and Research,Athens,2012,D
4135,9789606672,Athens Institute for Education and Research,Athens,2011,D
4134,9789606672,Athens Institute for Education and Research,Athens,2010,D
5009,97890450,Atlas,Amsterdam,2016,D
4040,97890450,Atlas,Amsterdam,2012,D
4941,9781925436,Australasian Society for the Study of Animal Behaviour,,2016,D
4211,9781921513,Australian Academic Press,"Bowen Hills, Qld.",2012,D
4342,978619160,Avangard Prima,"Sofia, Bulgarije",2012,D
420,9789185911,"Avdelningen för precisionsodling, Sveriges lantbruksuniversitet",Uppsala,2011,C
419,9789185911,"Avdelningen för precisionsodling, Sveriges lantbruksuniversitet",Uppsala,2010,C
418,9789185911,"Avdelningen för precisionsodling, Sveriges lantbruksuniversitet",Uppsala,2009,C
417,9789185911,"Avdelningen för precisionsodling, Sveriges lantbruksuniversitet",Uppsala,2008,C
416,9789185911,"Avdelningen för precisionsodling, Sveriges lantbruksuniversitet",Uppsala,2007,C
3866,9789185911,"Avdelningen för precisionsodling, Sveriges lantbruksuniversitet",Uppsala,2012,D
3561,978817646,B.R. Pub. Corp.,Delhi,2012,C
425,978817646,B.R. Pub. Corp.,Delhi,2011,C
424,978817646,B.R. Pub. Corp.,Delhi,2010,C
423,978817646,B.R. Pub. Corp.,Delhi,2009,C
422,978817646,B.R. Pub. Corp.,Delhi,2008,C
421,978817646,B.R. Pub. Corp.,Delhi,2007,C
565,978333,Büro für Kommunikation Basel,Zürich,2011,C
564,978333,Büro für Kommunikation Basel,Zürich,2010,C
4034,9783033,Büro für Kommunikation Basel,Zürich,2009,C
563,978333,Büro für Kommunikation Basel,Zürich,2009,C
562,978333,Büro für Kommunikation Basel,Zürich,2008,C
561,978333,Büro für Kommunikation Basel,Zürich,2007,C
3470,978333,Büro für Kommunikation Basel,Zürich,2012,D
3707,978905782,Backhuys,Leiden,2012,C
430,978905782,Backhuys,Leiden,2011,C
429,978905782,Backhuys,Leiden,2010,C
428,978905782,Backhuys,Leiden,2009,C
427,978905782,Backhuys,Leiden,2008,C
426,978905782,Backhuys,Leiden,2007,C
435,97807020,Baillière Tindall,London,2011,C
434,97807020,Baillière Tindall,London,2010,C
433,97807020,Baillière Tindall,London,2009,C
432,97807020,Baillière Tindall,London,2008,C
431,97807020,Baillière Tindall,London,2007,C
3251,97807020,Baillière Tindall,London,2012,D
440,97890351,Bakker,Amsterdam,2011,C
439,97890351,Bakker,Amsterdam,2010,C
438,97890351,Bakker,Amsterdam,2009,C
437,97890351,Bakker,Amsterdam,2008,C
436,97890351,Bakker,Amsterdam,2007,C
3656,97890351,Bakker,Amsterdam,2012,D
3888,978946003,Balans,Amsterdam,2012,D
445,978946003,Balans,Amsterdam,2011,D
444,978946003,Balans,Amsterdam,2010,D
443,978946003,Balans,Amsterdam,2009,D
442,978946003,Balans,Amsterdam,2008,D
441,978946003,Balans,Amsterdam,2007,D
4319,978888341,Bandecchi & Vivaldi,Pontedera,2013,D
4888,9789491431,Barkhuis,Groningen,2015,D
3237,9780465,"Basic Books, Inc.",New York,2012,B
3643,9788896301,Bayer CropScience,Milano,2012,D
3644,9788896301,Bayer CropScience,Milano,2011,D
4635,9783406,Beck,München,2014,C
4274,978389947,Behr,Hamburg,2012,C
4720,9788567020,Belo Horizonte,"D’Placido, Brazil",2015,C
3365,978160805,Bentham eBooks,"[Saif Zone, Sharjah, U.A.E.]",2012,C
3364,978160805,Bentham eBooks,"[Saif Zone, Sharjah, U.A.E.]",2011,C
4793,978168108,Bentham Science Publishers,Sharjah,2015,C
4801,978168108,Bentham Science Publishers,Sharjah,2014,C
4482,978160805,Bentham Science Publishers,Sharjah,2013,C
3385,978184520,Berg,Oxford,2012,B
450,978184520,Berg,Oxford,2011,B
449,978184520,Berg,Oxford,2010,B
448,978184520,Berg,Oxford,2009,B
447,978184520,Berg,Oxford,2008,B
446,978184520,Berg,Oxford,2007,B
4611,978178238,Berghahn Books,New York,2014,C
3388,978184545,Berghahn Books,New York,2012,C
3987,978085745,Berghahn Books,New York,2011,C
455,978184545,Berghahn Books,New York,2011,C
454,978184545,Berghahn Books,New York,2010,C
453,978184545,Berghahn Books,New York,2009,C
452,978184545,Berghahn Books,New York,2008,C
451,978184545,Berghahn Books,New York,2007,C
4415,9781933782,Berkshire Pub. Group,"Great Barrington, Mass.",2012,D
4173,9781933782,Berkshire Pub. Group,"Great Barrington, Mass.",2010,D
3483,97837639,Bertelsmann,Bielefeld,2012,D
460,97837639,Bertelsmann,Bielefeld,2011,D
459,97837639,Bertelsmann,Bielefeld,2010,D
458,97837639,Bertelsmann,Bielefeld,2009,D
457,97837639,Bertelsmann,Bielefeld,2008,D
456,97837639,Bertelsmann,Bielefeld,2007,D
4282,97880254,Beth-Or,Praag,2010,D
4544,9789079520,Bezoekerscentrum Sonsbeek,Arnhem,2014,D
4917,9788364611,Biblioteka Polskiej Fundacji Prawa Konkurencji i Regulacji Sektorowej Ius Publicum in Warsaw,Warsaw,2014,D
4033,9789073726,Bilance,Oegstgeest,2012,D
4838,97890822760,Biobased Press,Amsterdam,2014,E
4032,9788217,Bioforsk,"Falenty, Norway",2010,D
465,9789616204,"Biotehniška fakulteta, Oddelek za zootehniko",Domžale,2011,C
464,9789616204,"Biotehniška fakulteta, Oddelek za zootehniko",Domžale,2010,C
463,9789616204,"Biotehniška fakulteta, Oddelek za zootehniko",Domžale,2009,C
462,9789616204,"Biotehniška fakulteta, Oddelek za zootehniko",Domžale,2008,C
461,9789616204,"Biotehniška fakulteta, Oddelek za zootehniko",Domžale,2007,C
4507,9789616204,"Biotehniška fakulteta, Oddelek za zootehniko",Domžale,2013,D
3936,9789616204,"Biotehniška fakulteta, Oddelek za zootehniko",Domžale,2012,D
3282,97830346,Birkhäuser,Boston,2012,B
470,97808176,Birkhäuser,Boston,2011,B
469,97808176,Birkhäuser,Boston,2010,B
468,97808176,Birkhäuser,Boston,2009,B
467,97808176,Birkhäuser,Boston,2008,B
466,97808176,Birkhäuser,Boston,2007,B
4580,978906369,BIS Publishers,Amsterdam,2014,D
3329,97814051,Blackwell,Oxford,2012,A
475,97814051,Blackwell,Oxford,2011,B
474,97814051,Blackwell,Oxford,2010,B
473,97814051,Blackwell,Oxford,2009,B
472,97814051,Blackwell,Oxford,2008,B
4376,9780632,Blackwell,Oxford,2007,B
471,97814051,Blackwell,Oxford,2007,B
4786,9789075271,Blauwdruk,Wageningen,2015,C
3754,9789075271,Blauwdruk,Wageningen,2012,C
480,9789075271,Blauwdruk,Wageningen,2011,C
479,9789075271,Blauwdruk,Wageningen,2010,C
478,9789075271,Blauwdruk,Wageningen,2009,C
477,9789075271,Blauwdruk,Wageningen,2008,C
476,9789075271,Blauwdruk,Wageningen,2007,C
4665,978946203,Boekenbent,Barneveld,2014,C
3834,978908570,Boekenbent,[Roosendaal],2012,C
485,978908570,Boekenbent,[Roosendaal],2011,C
484,978908570,Boekenbent,[Roosendaal],2010,C
483,978908570,Boekenbent,[Roosendaal],2009,C
482,978908570,Boekenbent,[Roosendaal],2008,C
481,978908570,Boekenbent,[Roosendaal],2007,C
4011,9789490357,Boekschap,Hoog-Keppel,2011,D
