31	ACM International Conference on Web Search and Data Mining	WSDM	CORE2014	A*	Yes	804	805	807
1825	ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013)	UbiComp	CORE2014	A*	No	805		
32	ACM International Symposium on Computer Architecture	ISCA	CORE2014	A*	No	803		
37	ACM Multimedia	ACMMM	CORE2014	A*	No	803	1203	
38	ACM SIG International Conference on Computer Graphics and Interactive Techniques	SIGGRAPH	CORE2014	A*	No	801		
39	ACM SIG on Computer and Communications Metrics and Performance	SIGMETRICS	CORE2014	A*	No	1006		
46	ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems	PODS	CORE2014	A*	No	804		
48	ACM SIGOPS Symposium on Operating Systems Principles	SOSP	CORE2014	A*	No	803		
56	ACM Special Interest Group on Management of Data Conference	SIGMOD	CORE2014	A*	No	804		
63	ACM Symposium on Principles of Distributed Computing	PODC	CORE2014	A*	No	805		
65	ACM Symposium on Theory of Computing	STOC	CORE2014	A*	No	802		
82	ACM-SIGACT Symposium on Principles of Programming Languages	POPL	CORE2014	A*	No	803		
84	ACM-SIGPLAN Conference on Programming Language Design and Implementation	PLDI	CORE2014	A*	No	803		
80	ACM/SIAM Symposium on Discrete Algorithms	SODA	CORE2014	A*	No	802		
94	Advances in Cryptology	CRYPTO	CORE2014	A*	No	804		
98	Advances in Neural Information Processing Systems	NIPS	CORE2014	A*	No	801		
124	Annual Conference on Computational Learning Theory	COLT	CORE2014	A*	No	801		
147	Architectural Support for Programming Languages and Operating Systems	ASPLOS	CORE2014	A*	No	803		
196	Association of Computational Linguistics	ACL	CORE2014	A*	No	801		
331	Computer Aided Verification	CAV	CORE2014	A*	Yes	802		
346	Conference in Uncertainty in Artificial Intelligence	UAI	CORE2014	A*	Yes	801		
408	Data Compression Conference	DCC	CORE2014	A*	No	804		
546	Foundations of Genetic Algorithms	FOGA	CORE2014	A*	No	801		
623	IEEE Information Visualization Conference	IEEE InfoVis	CORE2014	A*	No	801	806	
2074	IEEE International Conference on Computer Communications	INFOCOM	CORE2014	A*	No	805		
638	IEEE International Conference on Computer Vision	ICCV	CORE2014	A*	Yes	801		
642	IEEE International Conference on Data Mining	ICDM	CORE2014	A*	No	804		
669	IEEE International Conference on Pervasive Computing and Communications	PERCOM	CORE2014	A*	No	805		
708	IEEE International Symposium on Wearable Computing	ISWC	CORE2014	A*	No	806		
745	IEEE Symposium on Foundations of Computer Science	FOCS	CORE2014	A*	No	802		
748	IEEE Symposium on Logic in Computer Science	LICS	CORE2014	A*	No	802		
750	IEEE Symposium on Security and Privacy	S&P	CORE2014	A*	Yes	802	803	
785	IEEE/ACM International Symposium on Mixed and Augmented Reality	ISMAR	CORE2014	A*	No	801		
823	Information Processing in Sensor Networks	IPSN	CORE2014	A*	Yes	1006		
919	International Conference on Automated Planning and Scheduling	ICAPS	CORE2014	A*	Yes	801		
986	International Conference on Data Engineering	ICDE	CORE2014	A*	No	804		
1037	International Conference on Functional Programming	ICFP	CORE2014	A*	Yes	803		
1053	International Conference on Human Factors in Computing Systems	CHI	CORE2014	A*	No	806	1203	
1078	International Conference on Information Systems	ICIS	CORE2014	A*	Yes	806		
1121	International Conference on Machine Learning	ICML	CORE2014	A*	No	801		
1171	International Conference on Pervasive Computing (Joined with UbiComp from 2013)	PERVASIVE	CORE2014	A*	No	805	1203	
1209	International Conference on Software Engineering	ICSE	CORE2014	A*	Yes	803		
1239	International Conference on the Principles of Knowledge Representation and Reasoning	KR	CORE2014	A*	No	801	802	
1242	International Conference on the Theory and Application of Cryptographic Techniques	EuroCrypt	CORE2014	A*	No	804		
1261	International Conference on Very Large Databases	VLDB	CORE2014	A*	No	804		
1313	International Joint Conference on Artificial Intelligence	IJCAI	CORE2014	A*	No	801		
1314	International Joint Conference on Automated Reasoning	IJCAR	CORE2014	A*	No	801		
922	International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)	AAMAS	CORE2014	A*	Yes	801		
1386	International Symposium on High Performance Computer Architecture	HPCA	CORE2014	A*	No	803		
1420	International Symposium on Symbolic and Algebraic Computation	ISSAC	CORE2014	A*	No	802		
1548	International World Wide Web Conference	WWW	CORE2014	A*	Yes	805	806	807
1629	National Conference of the American Association for Artificial Intelligence	AAAI	CORE2014	A*	No	801		
1701	Real Time Systems Symposium	RTSS	CORE2014	A*	No	1006		
1709	Robotics: Systems and Science	RSS	CORE2014	A*	No	801		
1841	Usenix Security Symposium	USENIX-Security	CORE2014	A*	Yes	803		
1842	Usenix Symposium on Operating Systems Design and Implementation	OSDI	CORE2014	A*	No	803		
14	ACM Conference on Economics and Computation	EC	CORE2014	B	Yes	806		
23	ACM International Conference on Advances in Computer Entertainment (merged with DIMEA, Digital Interactive Media in Entertainment and Arts, in 2009)	ACE (DIMEA)	CORE2014	B	No	806	1203	
22	ACM International Conference on Advances in Geographic Information Systems	SIGSPATIAL	CORE2014	B	Yes	806		
28	ACM International Conference on Recommender Systems	RecSys	CORE2014	B	Yes	806		
34	ACM International Wireless Communications and Mobile Computing Conference	IWCMC	CORE2014	B	Yes	1006		
44	ACM on International Conference on Multimedia Retrieval (previously MIR)	ICMR	CORE2014	B	Yes	804	807	
42	ACM SIGGRAPH/Eurographics Symposium on Computer Animation	SCA	CORE2014	B	No	801		
83	ACM SIGMIS Computers and People Research	SIGMIS CPR	CORE2014	B	No	806		
